"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1254","GET -- get all users @smoke","chromium","2026-06-26","passed","2026-06-26","","api/users.api.schema.spec.ts","",""
"","1697","GET -- get a user @smoke","chromium","2026-06-26","passed","2026-06-26","","api/users.api.schema.spec.ts","",""
